,wav,sentence,label
8440,Ses05F_impro07_F033,[LAUGHTER],exc
8441,Ses05F_impro07_M031,"Oh, it's going to be so much fun.",exc
8442,Ses05F_impro07_F034,yeah.,exc
8443,Ses05F_impro07_M032,"Well, congratulations. and to me too, because now I get to-have-",exc
8444,Ses05F_impro07_F035,We should go apartment shop-er-hunting.,exc
8445,Ses05F_impro07_M033,That's a good idea.,exc
8446,Ses05F_impro07_F036,Let's go tomorrow.,exc
8447,Ses05F_impro07_M034,"Tomorrow, tomorrow, tomorrow-",exc
8448,Ses05F_impro07_F037,yeah.,exc
8449,Ses05F_impro07_M035,"Good.  We'll have to have one soon, you're going to have to go to school in a couple of months.",exc
8450,Ses05F_impro07_F038,Woo-,exc
8451,Ses05F_impro07_M036,"Oh God, it's awesome... There's going to be tons of places. [garbage]",exc
8452,Ses05F_impro07_F039,exciting.,exc
8453,Ses05F_impro08_F000,"Hi, sir.  How can I help you?",neu
8454,Ses05F_impro08_M000,"Oh, thank God.  Do you know how long I've been on the phone for half an hour trying to talk to a freaking human being.",fru
8455,Ses05F_impro08_M001,"All I want to do is put my, pay for my freaking credit card, and there's something wrong in my bill, Like I swear, it says I didn't paid last month, but I know I paid last month.",fru
8456,Ses05F_impro08_F001,Okay.,neu
8457,Ses05F_impro08_M002,"I put- I've been typing my number in millions of times, it won't listen to me, it's not working, and I can't get a single human being, and finally-",fru
8458,Ses05F_impro08_M003,"you are a real human being.  Thank you very, very much.",xxx
8459,Ses05F_impro08_F002,"[LAUGHTER] All right.  I'm sorry, sir that you've been having a hard time.",neu
8460,Ses05F_impro08_M004,"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",ang
8461,Ses05F_impro08_F003,"I kwon, it is ridiculous",neu
8462,Ses05F_impro08_F004,"yeah, I understand.",neu
8463,Ses05F_impro08_M005,"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",ang
8464,Ses05F_impro08_F005,Uh- when's when's-,neu
8465,Ses05F_impro08_F006,Sir-,fru
8466,Ses05F_impro08_F007,"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",neu
8467,Ses05F_impro08_M006,"Well, okay ,well First off, fine, fine, fine.  Let's see, first off, um- yeah my bill's wrong.",fru
8468,Ses05F_impro08_M007,"Like I know I paid last month, but it hasn't been paid and you charged me a late fee.",ang
8469,Ses05F_impro08_F008,"Okay, so where?, okay, all right, so where did you uh- locate your your bill?",neu
8470,Ses05F_impro08_M008,I got it in the mail.,fru
8471,Ses05F_impro08_F009,In the mail?,neu
8472,Ses05F_impro08_M009,yeah,fru
8473,Ses05F_impro08_F010,"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",neu
8474,Ses05F_impro08_M010,"Well, when I look online, it says, it says that I was charged a late fee so I'm assuming that I paid on your web site-",fru
8475,Ses05F_impro08_F011,Okay.,neu
8476,Ses05F_impro08_M011,"like I paid right through your own company before my due date but it's still and it even shows my payment there, and then it charged me the late fee afterwards.",fru
8477,Ses05F_impro08_F012,Okay.,neu
8478,Ses05F_impro08_F013,All right. I-,xxx
8479,Ses05F_impro08_F014,"Okay so, I'll just look it up and you know see what's going on, maybe we can...",neu
8480,Ses05F_impro08_M012,Okay.,fru
8481,Ses05F_impro08_F015,if I call it up on the screen.,neu
8482,Ses05F_impro08_M013,"Okay, great, go ahead.",neu
8483,Ses05F_impro08_F016,"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?",neu
8484,Ses05F_impro08_M014,It was one ninety eight sixty three. I paid the minimum.,fru
8485,Ses05F_impro08_F017,"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",neu
8486,Ses05F_impro08_M015,Wow.  I can't believe you're actually admitting to having a problem on your end.  That's a first.,xxx
8487,Ses05F_impro08_F018,"Well you know sometimes-- just with online transactions, things happens. so um-",neu
8488,Ses05F_impro08_M016,"No, No, No, I am grateful.",neu
8489,Ses05F_impro08_M017,Absolutely.,xxx
8490,Ses05F_impro08_F019,"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid.",neu
8491,Ses05F_impro08_M018,Did they take-,neu
8492,Ses05F_impro08_F020,"You do the direct the direct it um- it's taking right out of your bank account, correct?",neu
8493,Ses05F_impro08_M019,"Yes, yes, exactly.",neu
8494,Ses05F_impro08_F021,Yeah so- That --that did go through.,neu
8495,Ses05F_impro08_M020,Are you taking the late fee off of my account then?,neu
8496,Ses05F_impro08_F022,"Um- I can try to do that for you, certainly.",neu
8497,Ses05F_impro08_M021,Because I paid it on time.,fru
8498,Ses05F_impro08_F023,"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",neu
8499,Ses05F_impro08_M022,Right.,neu
8500,Ses05F_impro08_M023,"Yeah, but if I call back, I'll have to go through this whole rigmarole again. and try to get a hole or someone.",fru
8501,Ses05F_impro08_F024,Well I'll give you my direct line and my number so you can- you can  get directly to me.,neu
8502,Ses05F_impro08_M024,Really?,sur
8503,Ses05F_impro08_F025,yeah.,neu
8504,Ses05F_impro08_M025,"That would be wonderful, that would be great seriously.",hap
8505,Ses05F_impro08_F026,No problem.,neu
8506,Ses05F_impro08_M026,"thank you, what's the number?",hap
8507,Ses05F_impro08_F027,ahh one eight hundred three two three,neu
8508,Ses05F_impro08_M027,three two three,neu
8509,Ses05F_impro08_F028,six four nine four,neu
8510,Ses05F_impro08_M028,"six four nine four. That would be so great, thank you so much.",hap
8511,Ses05F_impro08_F029,You're welcome,neu
8512,Ses05F_impro08_M029,oh.,xxx
8513,Ses05F_impro08_F030,I'm sorry that it was an inconvenience.,neu
8514,Ses05F_impro08_M030,"It was horrible, but you've made it much better, thank you very much. Absolutely",hap
8515,Ses05F_impro08_F031,I am glad.,xxx
8516,Ses05F_impro08_F032,Have a good day.,neu
8517,Ses05F_impro08_M031,"You too, thank you so much, have a wonderful day.",hap
8518,Ses05F_impro08_F033,bye bye,neu
8519,Ses05F_impro08_M032,bye,xxx
8520,Ses05F_script01_1_F000,What's he going to say? Maybe we should tell him before he sees it.,sad
8521,Ses05F_script01_1_M000,He saw it.,sad
8522,Ses05F_script01_1_F001,How could he see it?  I was the first one up.  He was still in bed.,xxx
8523,Ses05F_script01_1_M001,He was out here when it broke.,sad
8524,Ses05F_script01_1_F002,When?,xxx
8525,Ses05F_script01_1_M002,"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.",sad
8526,Ses05F_script01_1_F003,What was he doing out here at four in the morning?,xxx
8527,Ses05F_script01_1_M003,I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.,sad
8528,Ses05F_script01_1_F004,Did you talk to him?,sad
8529,Ses05F_script01_1_M004,No.  I figured it was best to leave him alone.,sad
8530,Ses05F_script01_1_F005,He cried hard.,sad
8531,Ses05F_script01_1_M005,I could hear him right through the floor of my room.,sad
8532,Ses05F_script01_1_F006,He is thinking about him again.,sad
8533,Ses05F_script01_1_F007,"It's getting just like after Larry died, he's having dreams, he's walking around at night.",sad
8534,Ses05F_script01_1_M006,"I guess, he is.",sad
8535,Ses05F_script01_1_F008,What's the meaning of that?,sad
8536,Ses05F_script01_1_M007,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,sad
8537,Ses05F_script01_1_F009,What?,xxx
8538,Ses05F_script01_1_M008,Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,sad
8539,Ses05F_script01_1_F010,"What do you mean, dishonest?",xxx
8540,Ses05F_script01_1_M009,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",sad
8541,Ses05F_script01_1_F011,"What are you going to do, argue with him?",xxx
8542,Ses05F_script01_1_M010,"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",fru
8543,Ses05F_script01_1_M011,"Why shouldn't he dream about him, walk around during the night, looking for him um.  Do we contradict him?  Do we say outright that we don't have any hope anymore, that we haven't had any for years now?",fru
8544,Ses05F_script01_1_F012,You can't just say that to him.,xxx
8545,Ses05F_script01_1_M012,We have to say it to him!,fru
8546,Ses05F_script01_1_F013,"How are you going to prove it, I mean, there's no body and there's no grave.  So what are you going to do? Do you have proof?",xxx
8547,Ses05F_script01_1_M013,"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",ang
8548,Ses05F_script01_1_F014,"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?",fru
8549,Ses05F_script01_1_M014,"Sit down, mom.  I want to talk to you.",fru
8550,Ses05F_script01_1_F015,"The trouble with the god damned newspapers, I mean every week, they do a story about some boy's been gone longer than Larry and he comes back, so the next one is gonna--",xxx
8551,Ses05F_script01_1_M015,"All right, All right mom.  Listen!",fru
8552,Ses05F_script01_1_M016,"You know why I asked Annie here, don't you?",sad
8553,Ses05F_script01_1_F016,why?,xxx
8554,Ses05F_script01_1_M017,You know.,fru
8555,Ses05F_script01_1_F017,Well I got an idea.  But what's the story?,neu
8556,Ses05F_script01_1_M018,I'm going to ask her to marry me.,neu
8557,Ses05F_script01_1_F018,"Well that's nobody's business but yours, Chris.",xxx
8558,Ses05F_script01_1_M019,You know that's not just my business.,fru
8559,Ses05F_script01_1_F019,"What- What am - what are you going to do, I mean you're old enough to make up your own mind?",xxx
8560,Ses05F_script01_1_M020,So it's all right.  I can go ahead with it then?,fru
8561,Ses05F_script01_1_F020,Well you're want to make sure your father isn't you know going to--lose them,xxx
8562,Ses05F_script01_1_M021,Then it's not only my business.  Sometimes you infuriate me.  You know that?,xxx
8563,Ses05F_script01_1_M022,"You know that?  Isn't it your business too, if I tell dad, and he gets, throws a fit about it?   you have such a talent for ignoring things!",xxx
8564,Ses05F_script01_1_F021,I ignore what I got to ignore.  The girl is Larry's girl.,fru
8565,Ses05F_script01_1_M023,She's not Larry's girl!,xxx
8566,Ses05F_script01_1_F022,"As far as your father is concerned, he's not dead and you've no right to take his girl.",xxx
8567,Ses05F_script01_1_F023,"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.",fru
8568,Ses05F_script01_1_M024,"I don't know why it is.  But every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time, after time.",fru
8569,Ses05F_script01_1_F024,"Well you're a considerate fellow, there's nothing wrong with that.",neu
8570,Ses05F_script01_1_M025,To hell with that!,ang
8571,Ses05F_script01_1_F025,Have you asked Annie yet to marry you?,neu
8572,Ses05F_script01_1_M026,I want to get this settled first.,xxx
8573,Ses05F_script01_1_F026,"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",neu
8574,Ses05F_script01_1_M027,"Well, if she does, then that's the end of it, but from her letters it sounds like she's forgotten about it.  I'll find out and then we'll thrash it out with Dad, all right?  Mom, don't avoid me.",xxx
8575,Ses05F_script01_1_F027,"The trouble is you don't see enough women, you never have",neu
8576,Ses05F_script01_1_M028,"So what, I'm not fast with women.",fru
8577,Ses05F_script01_1_F028,Well I just don't see why it has to be Annie.,neu
8578,Ses05F_script01_1_M029,Because it is.,fru
8579,Ses05F_script01_1_F029,"well, that's a good reason, but it doesn't answer a thing.",xxx
8580,Ses05F_script01_1_M030,"I can't help it.  I know her best.  I was brought up next door to here, the easiest, when I think of somebody for my wife, I think of Annie.  Do you want a diagram?",fru
8581,Ses05F_script01_1_F030,"No, I don't want a diagram, but, Chris, your father thinks Larry's coming back.",fru
8582,Ses05F_script01_1_F031,"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.",sad
8583,Ses05F_script01_1_M031,"All right, then, Mom.",fru
8584,Ses05F_script01_1_F032,Give it some more thought.,xxx
8585,Ses05F_script01_1_M032,"I've given it three years of thought.  And hope by now that he wouldn't.  Can you forget about Larry an-- and we can have a regular wedding and have everybody be happy.  But that can't happen here, I'm set to get out.",fru
8586,Ses05F_script01_1_F033,What the hell is this?,ang
8587,Ses05F_script01_1_M033,"I'll get out. I'll get married and live some place else.  Maybe, maybe New York?",fru
8588,Ses05F_script01_1_F034,Are you crazy?,ang
8589,Ses05F_script01_1_M034,"I've been a good son for too long, a big sucker.  I'm through with it.",xxx
8590,Ses05F_script01_1_F035,Wait a minute.  Tell me this.  Do you mean to say that you would leave the business?,fru
8591,Ses05F_script01_1_M035,The business?  The business?  It doesn't inspire me?,ang
8592,Ses05F_script01_1_F036,Must you be inspired?,xxx
8593,Ses05F_script01_1_M036,"Yes!  I like it an hour a day.  If I had to grub for money all day long, I like to come home to something beautiful.  I want a family.  I want- I want kids.  I want to build something I can give myself to. and Annie is in the center of that, and now where do I find it?",xxx
8594,Ses05F_script01_1_F037,"Don't- you, you can't think like that!  Don't think like that!",fru
8595,Ses05F_script01_1_M037,Then help me stay here.,xxx
8596,Ses05F_script01_1_F038,"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",ang
8597,Ses05F_script01_1_M038,I know that Mom. I know.  Just you help me stay here.,xxx
8598,Ses05F_script01_1_F039,"All right, but don't think like that.",xxx
8599,Ses05F_script01_1_M039,I am thinking like that.,xxx
8600,Ses05F_script01_1_F040,"I don't understand you, do I?",fru
8601,Ses05F_script01_1_M040,No.  You don't.  I'm a pretty tough guy.,xxx
8602,Ses05F_script01_1_F041,"Yeah, I can see that.",xxx
8603,Ses05F_script01_2_F000,Why did you invite her here?,xxx
8604,Ses05F_script01_2_M000,Why does that bother you?,neu
8605,Ses05F_script01_2_F001,She's been in New York three and a half years.  Why all of the sudden?,neu
8606,Ses05F_script01_2_M001,Well maybe.  Maybe she just wanted to see her again.,neu
8607,Ses05F_script01_2_F002,Nobody comes seven hundred miles just to see.,xxx
8608,Ses05F_script01_2_M002,"What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you.",neu
8609,Ses05F_script01_2_F003,He's not going to marry her.,xxx
8610,Ses05F_script01_2_M003,How do you know he is even thinking about it?,fru
8611,Ses05F_script01_2_F004,It's got that about it.,xxx
8612,Ses05F_script01_2_M004,"Well, so what.",fru
8613,Ses05F_script01_2_F005,"What's going on here, Joe?",fru
8614,Ses05F_script01_2_M005,"Now, listen, Kate, just-",fru
8615,Ses05F_script01_2_F006,She's not his girl.  She knows she's not.,ang
8616,Ses05F_script01_2_M006,You can't read her mind.,xxx
8617,Ses05F_script01_2_F007,"She's . . . Then why is she still single.  New York is full of men, why isn't she married?  Probably a hundred people told her she's foolish, but she's waited.",fru
8618,Ses05F_script01_2_M007,How do you know why she's waited?,fru
8619,Ses05F_script01_2_F008,Because she knows what I know - she's faithful as a rock and my worst moments I think of her waiting and I know again that I'm right.,fru
8620,Ses05F_script01_2_M008,Look.  It's a nice day.  Why are we arguing?,fru
8621,Ses05F_script01_2_F009,"Nobody in her- this house dares shake her faith.  Strangers might, but not his father, and not his brother.",fru
8622,Ses05F_script01_2_M009,What do you want me to do? What do you want--,fru
8623,Ses05F_script01_2_F010,I want you to pretend like he's coming back!,ang
8624,Ses05F_script01_2_M010,"But, Kate...",fru
8625,Ses05F_script01_2_F011,"Because if he's not coming back, then I'll kill myself.",ang
8626,Ses05F_script01_2_M011,[LAUGHTER],fru
8627,Ses05F_script01_2_F012,"Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?",ang
8628,Ses05F_script01_2_M012,Calm yourself.,fru
8629,Ses05F_script01_2_F013,"Believe with me, Joe.  I can't stand alone.",xxx
8630,Ses05F_script01_2_M013,Calm yourself!,fru
8631,Ses05F_script01_2_F014,"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself.",ang
8632,Ses05F_script01_2_M014,"All right, all right.  Calm yourself.",fru
8633,Ses05F_script01_2_F015,"You above all, have got to believe, Joe.",xxx
8634,Ses05F_script01_2_M015,"Why me, above all?",xxx
8635,Ses05F_script01_2_F016,You've got to believe. You've got to--,sad
8636,Ses05F_script01_2_M016,What do you mean me above all?  Look at you.  You're shaking!,ang
8637,Ses05F_script01_2_F017,I can't help it!,ang
8638,Ses05F_script01_2_M017,"What have I got to hide?  What the hell is the matter with you, Kate?",ang
8639,Ses05F_script01_3_F000,You're the only one I know who loves his parents.,hap
8640,Ses05F_script01_3_M000,I know.  It's going out of style isn't it?,hap
8641,Ses05F_script01_3_F001,"No, it's good.",hap
8642,Ses05F_script01_3_F002,It's so lovely here.  The air is sweet.,hap
8643,Ses05F_script01_3_M001,So you're not sorry you came?,xxx
8644,Ses05F_script01_3_F003,No.  But I'm not going to stay.,hap
8645,Ses05F_script01_3_M002,Why?,sur
8646,Ses05F_script01_3_F004,Well your mother has much as told me to leave.,xxx
8647,Ses05F_script01_3_M003,Well--,xxx
8648,Ses05F_script01_3_F005,"Well, you saw that! And you.  You've been-",xxx
8649,Ses05F_script01_3_M004,What?,neu
8650,Ses05F_script01_3_F006,Well sort of embarrassed soon as I came.,sad
8651,Ses05F_script01_3_M005,Well the plan was to kind of sneak up on you over a period of a week or so.  But uh- they take it for granted that we're all set.,hap
8652,Ses05F_script01_3_F007,I figured they would- your mother at least.,xxx
8653,Ses05F_script01_3_M006,How did you know?,neu
8654,Ses05F_script01_3_F008,"Well, from her point of view why else would I come?",neu
8655,Ses05F_script01_3_M007,"Well, would you want to?  I guess you know this is why I asked you to come.",xxx
8656,Ses05F_script01_3_F009,I guess this is why I came.,hap
8657,Ses05F_script01_3_M008,"Anne, I love you.  I love you a great deal.  I love you!",hap
8658,Ses05F_script01_3_M009,"I- I -I have no imagination, that's all I know what to say, I-I'm embarrassing you. I I didn't want to tell you here.  I wanted it to be some place different, some place where we could be new to each other you know.",exc
8659,Ses05F_script01_3_M010,"You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything.",exc
8660,Ses05F_script01_3_F010,"Chris, I've been ready for a long time.",xxx
8661,Ses05F_script01_3_M011,"Then, he's gone forever-you're sure?",xxx
8662,Ses05F_script01_3_F011,I almost got married two years ago.,xxx
8663,Ses05F_script01_3_M012,Why didn't you?,xxx
8664,Ses05F_script01_3_F012,You started to write me.,xxx
8665,Ses05F_script01_3_M013,You felt something that far back?,xxx
8666,Ses05F_script01_3_F013,Every day since.,xxx
8667,Ses05F_script01_3_M014,"Annie, why didn't you say something to me?",xxx
8668,Ses05F_script01_3_F014,Well I was waiting for you!  I mean I didn't-until then you hadn't written and when you write- when you wrote what did you say?  I mean you sure can be ambiguous Chris.,xxx
8669,Ses05F_script01_3_M015,"Give me a kiss, Ann. Give me a-",xxx
8670,Ses05F_script01_3_M016,Oh God- I kissed Annie! I can't believe I kissed Annie!  How long I've wanted to do this.,exc
8671,Ses05F_script01_3_F015,I'll never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!,hap
8672,Ses05F_script01_3_M017,"Oh Annie, we're going to live now.  I'm going to make you so happy.",exc
8673,Ses05F_script01_3_F016,"Not like that, you're not.",hap
8674,Ses05F_script01_3_M018,I kissed you.,xxx
8675,Ses05F_script01_3_F017,"Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?",hap
8676,Ses05F_script01_3_M019,Let's Let's drive someplace.  I- I want to be alone with you.,xxx
8677,Ses05F_script01_3_F018,"No, what is it, your mother?",xxx
8678,Ses05F_script01_3_M020,"No, nothing like that.",xxx
8679,Ses05F_script01_3_F019,"What is it?  Even in your letters, there is something ashamed.",xxx
8680,Ses05F_script01_3_M021,"Yeah, I suppose I have been.  But it's going from me.",sad
8681,Ses05F_script01_3_M022,I don't know how to start.,xxx
8682,Ses05F_script01_3_F020,It wouldn't work like this.,sad
8683,Ses05F_script01_3_M023,"It's- It's mixed up with so many other things, I-",sad
8684,Ses05F_script01_3_M024,Remember when I was overseas?  I was in command of the company.,sad
8685,Ses05F_script01_3_F021,yeah sure.,neu
8686,Ses05F_script01_3_M025,Yeah.  I lost them.,sad
8687,Ses05F_script01_3_F022,how many?,sad
8688,Ses05F_script01_3_M026,just about all.,sad
8689,Ses05F_script01_3_F023,Oh gee.,sad
8690,Ses05F_script01_3_M027,Takes a little time to toss something like that off you know because they weren't just men-,sad
8691,Ses05F_script01_3_M028,"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",sad
8692,Ses05F_script01_3_M029,"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",sad
8693,Ses05F_script01_3_M030,I mean that exactly that-a little more selfish and they would have still been here today.,sad
8694,Ses05F_script01_3_M031,"And I got an ideal, watching them all go down.  Everything was being destroyed see and-",sad
8695,Ses05F_script01_3_M032,"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?",sad
8696,Ses05F_script01_3_M033,And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.,sad
8697,Ses05F_script01_3_M034,And then I went home and it was incredible.  It had no meaning here.,sad
8698,Ses05F_script01_3_M035,"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",sad
8699,Ses05F_script01_3_M036,And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and,sad
8700,Ses05F_script01_3_M037,"It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  And you've got to be a little bit better than that!",sad
8701,Ses05F_script01_3_M038,"And if you're not, then it's all just loot and it's got blood on it, and I don't want any of it!  And, I guess that included you.",xxx
8702,Ses05F_script01_3_F024,Do you still feel like that?,neu
8703,Ses05F_script01_3_M039,"I I want you now, Annie.",exc
8704,Ses05F_script01_3_F025,"Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that.",sad
8705,Ses05F_script01_3_M040,"Oh Annie.  Annie, I am going to make you a fortune!",hap
8706,Ses05F_script01_3_F026,What would I do with a fortune?,hap
8707,Ses05F_script02_1_M000,"What time is it?  Isn't it supposed to start running around midnight?  This is great, isn't it?  Look at this great night we got here.  Couldn't be better--",exc
8708,Ses05F_script02_1_M001,actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.  How are you doing?,exc
8709,Ses05F_script02_1_F000,Fine.,neu
8710,Ses05F_script02_1_M002,"Is that--no, no no is that foam?  I can't even tell, although if I- if I can't tell, it probably isn't it?  Right It'll probably be unmistakable, but don't you think?  How you doing?",exc
8711,Ses05F_script02_1_M003,"Oh no, you know what I did.  I forgot my flashlight.  How could I be so stupid?  I can't believe I forgot my flashlight.",exc
8712,Ses05F_script02_1_F001,What flashlight?,neu
8713,Ses05F_script02_1_M004,"The flashlight, the silver one, there's only one, isn't there?",fru
8714,Ses05F_script02_1_F002,It's not your flashlight.,fru
8715,Ses05F_script02_1_M005,Whose is it?,fru
8716,Ses05F_script02_1_F003,It's ours- our flashlight.  It's yours and mine.,xxx
8717,Ses05F_script02_1_M006,"Well, Sure.",fru
8718,Ses05F_script02_1_F004,"I mean you keep saying ,my flashlight, as if it's somehow just yours.  How's that suppose to make me feel?",fru
8719,Ses05F_script02_1_M007,"No, Of course, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?",fru
8720,Ses05F_script02_1_M008,"Well, I hope the moon stays out.  Well, I wonder do they always wander during a full moon?  I can't remember, wasn't it full last year?  Do you remember?",xxx
8721,Ses05F_script02_1_F005,yes.,neu
8722,Ses05F_script02_1_M009,"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",exc
8723,Ses05F_script02_1_M010,"I didn't even think to bring a six-pack.  A six-pack would be just the thing right about now. I can't believe I forgot.  And look at kid, I am surprise I make it out of the house about flies it.",exc
8724,Ses05F_script02_1_M011,[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,exc
8725,Ses05F_script02_1_F006,I am cold.,xxx
8726,Ses05F_script02_1_M012,you want my jacket?,exc
8727,Ses05F_script02_1_F007,"It's after eleven, let's go home.",neu
8728,Ses05F_script02_1_M013,"Are you kidding?  We'd miss it. We just got here, what's the point of coming out here if we are just going to leave.",xxx
8729,Ses05F_script02_1_F008,There is no point in coming out here.,fru
8730,Ses05F_script02_1_M014,Right.,exc
8731,Ses05F_script02_1_F009,That's my point.,xxx
8732,Ses05F_script02_1_M015,That's my point too.,xxx
8733,Ses05F_script02_1_F010,So let's go.,fru
8734,Ses05F_script02_1_M016,"No, no, no.  That's not my point.  My point is what's the point in coming down here if we are just going to turn around and go home.  Don't you want to see it?",xxx
8735,Ses05F_script02_1_F011,Not particularly.,neu
8736,Ses05F_script02_1_M017,Why not?,fru
8737,Ses05F_script02_1_F012,I just don't.,neu
8738,Ses05F_script02_1_M018,"Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity.",exc
8739,Ses05F_script02_1_M019,"Think about people in Kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away.  Too good to pass up.",exc
8740,Ses05F_script02_1_F013,"Pass up what?  Its little fish, one month on the beach and they flop around and they swim away and then they die.",fru
8741,Ses05F_script02_1_M020,"Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that.",exc
8742,Ses05F_script02_1_M021,This is a big night for these guys.  Life's last orgy. Yeah,exc
8743,Ses05F_script02_1_F014,"What are you so excited about?  I mean it's not--it's not rocket science we are talking about, its fish.  Its fish nobody even eats.",fru
8744,Ses05F_script02_1_M022,Yeah they do.,xxx
8745,Ses05F_script02_1_M023,"Okay, but they are fish that do something that no other fish do.  Like the swallows returning to Capistrano, or the lemmings jumping off a cliff you know like that.",exc
8746,Ses05F_script02_1_M024,There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.,exc
8747,Ses05F_script02_1_F015,I am just not.,neu
8748,Ses05F_script02_1_M025,For real?,sur
8749,Ses05F_script02_1_F016,Yes.,neu
8750,Ses05F_script02_1_M026,"I don't get it, the first time we came out here, you said it was the best night of your life and last year I remember distinctly you were so excited that you stuff your toe pushing me out of the door and you didn't notice it until you got into the car.",xxx
8751,Ses05F_script02_1_F017,"Last year you also remember, our shoes got wet and I got sand in my panties and we got into a big fight.  You had a sore throat and we did not see the grunions.",fru
8752,Ses05F_script02_1_M027,We weren't in a good spot.,fru
8753,Ses05F_script02_1_F018,We didn't see them the first time either.,fru
8754,Ses05F_script02_1_M028,We just weren't in a good spot.  This is a much better spot.  I got a great instinct for these things.,xxx
8755,Ses05F_script02_1_M029,"Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?",exc
8756,Ses05F_script02_1_M030,"Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second.",exc
8757,Ses05F_script02_1_M031,"Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that.",exc
8758,Ses05F_script02_1_M032,It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.,exc
